2020-01-15T22:19:57.352-0800 [pool-1-thread-3] Customer Placed order: Order: [name: Fudge Ice Cream Cake, temp: frozen, shelfLife: 415.0, decayRate: 0.49 ]
2020-01-15T23:21:49.379-0800 [pool-1-thread-1] Customer Placed order: Order: [name: Cranberry Salad, temp: cold, shelfLife: 245.0, decayRate: 0.21 ]
2020-01-15T23:21:49.522-0800 [pool-1-thread-3] Customer Placed order: Order: [name: Cheese Pizza, temp: hot, shelfLife: 200.0, decayRate: 0.76 ]
2020-01-15T23:21:49.526-0800 [pool-1-thread-2] Customer Placed order: Order: [name: Chicken, temp: hot, shelfLife: 201.0, decayRate: 0.74 ]
2020-01-15T23:21:50.384-0800 [pool-1-thread-1] Customer Placed order: Order: [name: Spinach Omelet, temp: hot, shelfLife: 230.0, decayRate: 0.63 ]
2020-01-15T23:21:50.525-0800 [pool-1-thread-3] Customer Placed order: Order: [name: Cottage Cheese, temp: cold, shelfLife: 255.0, decayRate: 0.26 ]
2020-01-15T23:21:50.526-0800 [pool-1-thread-2] Customer Placed order: Order: [name: Kale Salad, temp: cold, shelfLife: 250.0, decayRate: 0.25 ]
2020-01-15T23:21:51.389-0800 [pool-1-thread-1] Customer Placed order: Order: [name: Pistachio Ice Cream, temp: frozen, shelfLife: 175.0, decayRate: 0.4 ]
2020-01-15T23:21:51.526-0800 [pool-1-thread-2] Customer Placed order: Order: [name: Cookie Dough, temp: frozen, shelfLife: 600.0, decayRate: 0.15 ]
2020-01-15T23:21:51.526-0800 [pool-1-thread-3] Customer Placed order: Order: [name: Chocolate Gelato, temp: frozen, shelfLife: 308.0, decayRate: 0.67 ]
2020-01-15T23:21:52.375-0800 [pool-1-thread-1] Customer Placed order: Order: [name: Orange Chicken, temp: hot, shelfLife: 215.0, decayRate: 0.67 ]
2020-01-15T23:21:52.391-0800 [pool-1-thread-3] Customer Placed order: Order: [name: Hamburger, temp: hot, shelfLife: 200.0, decayRate: 0.63 ]
2020-01-15T23:21:52.526-0800 [pool-1-thread-2] Customer Placed order: Order: [name: Arugula, temp: cold, shelfLife: 251.0, decayRate: 0.27 ]
2020-01-15T23:21:52.526-0800 [pool-1-thread-1] Customer Placed order: Order: [name: Taco, temp: hot, shelfLife: 198.0, decayRate: 0.38 ]
2020-01-15T23:21:53.393-0800 [pool-1-thread-3] Customer Placed order: Order: [name: Strawberries, temp: frozen, shelfLife: 500.0, decayRate: 0.05 ]
2020-01-15T23:21:53.530-0800 [pool-1-thread-1] Customer Placed order: Order: [name: Kombucha, temp: cold, shelfLife: 246.0, decayRate: 0.19 ]
2020-01-15T23:21:53.530-0800 [pool-1-thread-2] Customer Placed order: Order: [name: Strawberries, temp: frozen, shelfLife: 500.0, decayRate: 0.05 ]
2020-01-15T23:21:54.397-0800 [pool-1-thread-3] Customer Placed order: Order: [name: Sushi, temp: cold, shelfLife: 251.0, decayRate: 0.25 ]
2020-01-15T23:21:54.531-0800 [pool-1-thread-1] Customer Placed order: Order: [name: MeatLoaf, temp: hot, shelfLife: 213.0, decayRate: 0.5 ]
2020-01-15T23:21:54.531-0800 [pool-1-thread-2] Customer Placed order: Order: [name: Pickles, temp: cold, shelfLife: 259.0, decayRate: 0.29 ]
2020-01-15T23:21:55.399-0800 [pool-1-thread-3] Customer Placed order: Order: [name: Pistachio Ice Cream, temp: frozen, shelfLife: 175.0, decayRate: 0.4 ]
2020-01-15T23:21:55.531-0800 [pool-1-thread-1] Customer Placed order: Order: [name: Pasta, temp: hot, shelfLife: 200.0, decayRate: 0.7 ]
2020-01-15T23:21:55.531-0800 [pool-1-thread-2] Customer Placed order: Order: [name: Fresh Fruit, temp: cold, shelfLife: 252.0, decayRate: 0.29 ]
2020-01-15T23:21:56.376-0800 [pool-1-thread-3] Customer Placed order: Order: [name: Cheese Pizza, temp: hot, shelfLife: 200.0, decayRate: 0.76 ]
2020-01-15T23:21:56.404-0800 [pool-1-thread-1] Customer Placed order: Order: [name: Kale Salad, temp: cold, shelfLife: 250.0, decayRate: 0.25 ]
2020-01-15T23:21:56.533-0800 [pool-1-thread-2] Customer Placed order: Order: [name: Cranberry Salad, temp: cold, shelfLife: 245.0, decayRate: 0.21 ]
2020-01-15T23:21:56.533-0800 [pool-1-thread-3] Customer Placed order: Order: [name: Hamburger, temp: hot, shelfLife: 200.0, decayRate: 0.63 ]
2020-01-15T23:21:57.405-0800 [pool-1-thread-1] Customer Placed order: Order: [name: Poppers, temp: hot, shelfLife: 204.0, decayRate: 0.78 ]
2020-01-15T23:21:57.535-0800 [pool-1-thread-3] Customer Placed order: Order: [name: Pasta, temp: hot, shelfLife: 200.0, decayRate: 0.7 ]
2020-01-15T23:21:57.535-0800 [pool-1-thread-2] Customer Placed order: Order: [name: Fresh Bread, temp: hot, shelfLife: 201.0, decayRate: 0.9 ]
2020-01-15T23:21:58.409-0800 [pool-1-thread-1] Customer Placed order: Order: [name: Kale Salad, temp: cold, shelfLife: 250.0, decayRate: 0.25 ]
2020-01-15T23:21:58.538-0800 [pool-1-thread-3] Customer Placed order: Order: [name: Vanilla Ice Cream, temp: frozen, shelfLife: 310.0, decayRate: 0.35 ]
2020-01-15T23:21:58.538-0800 [pool-1-thread-2] Customer Placed order: Order: [name: Grilled Corn Salad, temp: cold, shelfLife: 305.0, decayRate: 0.1 ]
2020-01-15T23:21:59.415-0800 [pool-1-thread-1] Customer Placed order: Order: [name: Beef Hash, temp: hot, shelfLife: 30.0, decayRate: 0.74 ]
2020-01-15T23:21:59.539-0800 [pool-1-thread-3] Customer Placed order: Order: [name: McFlury, temp: frozen, shelfLife: 375.0, decayRate: 0.4 ]
2020-01-15T23:21:59.539-0800 [pool-1-thread-2] Customer Placed order: Order: [name: Tomato Soup, temp: hot, shelfLife: 243.0, decayRate: 0.71 ]
2020-01-15T23:22:00.377-0800 [pool-1-thread-1] Customer Placed order: Order: [name: Poppers, temp: hot, shelfLife: 204.0, decayRate: 0.78 ]
2020-01-15T23:22:00.416-0800 [pool-1-thread-3] Customer Placed order: Order: [name: Chocolate Gelato, temp: frozen, shelfLife: 308.0, decayRate: 0.67 ]
2020-01-15T23:22:00.539-0800 [pool-1-thread-2] Customer Placed order: Order: [name: Chicken, temp: hot, shelfLife: 201.0, decayRate: 0.74 ]
2020-01-15T23:22:00.539-0800 [pool-1-thread-1] Customer Placed order: Order: [name: Kebab, temp: hot, shelfLife: 200.0, decayRate: 0.54 ]
2020-01-15T23:22:01.416-0800 [pool-1-thread-3] Customer Placed order: Order: [name: Cheese, temp: cold, shelfLife: 255.0, decayRate: 0.2 ]
2020-01-15T23:22:01.539-0800 [pool-1-thread-1] Customer Placed order: Order: [name: Poppers, temp: hot, shelfLife: 204.0, decayRate: 0.78 ]
2020-01-15T23:22:01.539-0800 [pool-1-thread-2] Customer Placed order: Order: [name: Cobb Salad, temp: cold, shelfLife: 263.0, decayRate: 0.2 ]
2020-01-15T23:22:02.420-0800 [pool-1-thread-3] Customer Placed order: Order: [name: Taco, temp: hot, shelfLife: 198.0, decayRate: 0.38 ]
2020-01-15T23:22:02.540-0800 [pool-1-thread-2] Customer Placed order: Order: [name: Pistachio Ice Cream, temp: frozen, shelfLife: 175.0, decayRate: 0.4 ]
2020-01-15T23:22:02.540-0800 [pool-1-thread-1] Customer Placed order: Order: [name: Strawberries, temp: frozen, shelfLife: 500.0, decayRate: 0.05 ]
2020-01-15T23:22:03.423-0800 [pool-1-thread-3] Customer Placed order: Order: [name: Chicken Nuggets, temp: hot, shelfLife: 205.0, decayRate: 0.71 ]
2020-01-15T23:22:03.429-0800 [pool-1-thread-3] Error: org.apache.http.conn.HttpHostConnectException: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused
2020-01-15T23:22:03.543-0800 [pool-1-thread-1] Customer Placed order: Order: [name: Pastrami Sandwich, temp: hot, shelfLife: 190.0, decayRate: 0.8 ]
2020-01-15T23:22:03.544-0800 [pool-1-thread-2] Customer Placed order: Order: [name: Sushi, temp: cold, shelfLife: 251.0, decayRate: 0.25 ]
2020-01-15T23:22:03.546-0800 [pool-1-thread-2] Error: org.apache.http.conn.HttpHostConnectException: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused
2020-01-15T23:22:03.546-0800 [pool-1-thread-1] Error: org.apache.http.conn.HttpHostConnectException: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused
2020-01-15T23:22:04.378-0800 [pool-1-thread-3] Customer Placed order: Order: [name: Sherbet, temp: frozen, shelfLife: 175.0, decayRate: 0.6 ]
2020-01-15T23:22:04.383-0800 [pool-1-thread-3] Error: org.apache.http.conn.HttpHostConnectException: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused
2020-01-15T23:22:04.427-0800 [pool-1-thread-2] Customer Placed order: Order: [name: Pot Stickers, temp: hot, shelfLife: 204.0, decayRate: 0.73 ]
2020-01-15T23:22:04.432-0800 [pool-1-thread-2] Error: org.apache.http.conn.HttpHostConnectException: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused
2020-01-15T23:22:04.544-0800 [pool-1-thread-3] Customer Placed order: Order: [name: Icy, temp: frozen, shelfLife: 230.0, decayRate: 0.6 ]
2020-01-15T23:22:04.544-0800 [pool-1-thread-1] Customer Placed order: Order: [name: Onion Rings, temp: hot, shelfLife: 201.0, decayRate: 0.7 ]
2020-01-15T23:22:04.548-0800 [pool-1-thread-1] Error: org.apache.http.conn.HttpHostConnectException: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused
2020-01-15T23:22:04.548-0800 [pool-1-thread-3] Error: org.apache.http.conn.HttpHostConnectException: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused
